price_1,price_2,order_large,order_test,additional_service,order_confirm,operator_request,delivery_address,One_click_order
677,677,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
47,47,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
7,7,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
70,70,false,false,false,true,true,true,false
8,8,false,false,false,true,false,true,false
14,11,false,false,false,true,true,true,false
30,30,false,false,false,true,false,true,false
4,1,false,false,false,true,true,true,false
2,2,false,false,false,false,true,true,false
38,30,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
11,10,false,false,false,true,false,true,false
4,1,false,false,false,true,true,true,false
10,3,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
3,3,false,false,false,true,true,true,false
100,100,false,false,false,true,false,true,false
109,109,false,false,false,true,true,true,false
17,17,false,false,false,true,true,true,false
6,5,false,false,false,true,false,true,false
15,10,false,false,false,true,true,true,false
9,9,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
230,230,false,false,false,true,false,true,false
38,25,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
1699,1699,false,false,false,true,true,true,false
19,19,false,false,false,true,true,true,false
49,46,false,false,false,true,false,true,false
6,6,false,false,false,true,false,true,false
11,10,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
14,9,false,false,false,true,true,true,false
4,3,false,false,false,true,false,true,false
5,2,false,false,false,true,false,true,false
15,15,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
50,36,false,false,false,true,true,true,false
13,11,false,false,false,true,false,true,false
61,61,false,true,false,true,true,true,true
3,2,false,false,false,true,true,true,false
1,1,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
1,1,false,false,false,true,true,true,false
1,1,false,false,false,false,true,true,false
5,5,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
12,6,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
26,13,false,false,false,true,false,true,false
175,175,false,false,false,true,false,true,false
125,125,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
99,99,false,false,false,true,true,true,false
12,12,false,false,false,true,false,true,false
4,3,false,true,false,true,true,true,true
13,5,false,false,false,true,true,true,false
13,7,false,false,false,true,true,true,false
1,1,false,false,false,true,true,true,false
474,474,false,false,false,true,false,true,false
15,15,false,false,false,true,true,true,false
8,7,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
2,2,false,false,false,true,false,true,false
8,8,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
11,11,false,false,false,true,true,true,false
13,7,false,false,false,true,true,true,false
5,4,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
9,9,false,false,false,true,true,true,false
42,21,false,false,false,true,true,true,false
120,120,true,false,false,true,false,true,false
16,16,false,false,false,true,false,true,false
5,4,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
3,3,false,false,false,true,false,true,false
37,37,false,false,false,true,true,true,false
19,19,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
50,45,false,false,false,true,true,true,false
12,10,false,false,false,true,true,false,false
1,1,false,false,false,true,true,true,false
35,35,false,false,false,true,false,true,false
669,669,true,false,false,true,true,true,false
84,84,false,false,false,true,true,true,false
5,3,false,false,false,true,false,true,false
3,2,false,false,false,true,false,true,false
30,21,false,false,false,true,true,true,false
23,16,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
130,130,false,false,false,true,true,true,false
32,17,false,false,false,true,true,true,false
12,7,false,false,false,true,true,true,false
10,5,false,false,false,true,false,true,false
30,12,false,false,false,true,false,true,false
2,2,false,false,false,true,true,false,false
198,198,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
345,345,false,false,false,true,true,true,false
11,11,false,false,false,true,false,true,false
11,11,false,false,false,true,false,true,false
40,40,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
32,32,false,false,false,true,true,true,false
75,75,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
11,11,false,false,false,true,false,true,false
41,19,false,false,false,true,true,true,false
41,23,false,false,false,true,true,true,false
11,11,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
29,29,false,false,false,true,false,true,false
5,5,false,false,false,true,false,true,false
10,10,false,false,false,true,false,true,false
7,5,false,false,false,true,false,true,false
22,22,false,false,false,true,false,true,false
50,50,false,false,false,true,false,true,false
50,50,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
30,15,false,false,false,true,false,true,false
15,15,false,false,false,true,true,true,false
33,20,false,false,false,true,true,true,false
48,48,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
95,95,false,false,false,true,true,true,false
9,9,false,false,false,true,false,true,false
22,22,false,false,false,true,false,true,false
235,235,false,false,false,true,true,true,false
67,67,false,false,false,true,false,true,false
15,15,false,false,false,true,true,true,false
37,37,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
17,17,false,false,false,true,true,true,false
11,11,false,false,false,true,true,true,false
8,8,false,false,false,true,false,true,false
46,46,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
8,8,false,false,false,true,false,true,false
75,75,false,false,false,true,false,true,false
10,5,false,false,false,true,false,true,false
1500,1500,false,false,false,true,true,true,false
63,63,false,false,false,true,true,true,false
16,16,false,false,false,true,true,true,false
12,9,false,false,false,true,false,true,false
312,312,false,false,false,true,true,true,false
135,135,false,false,false,true,true,true,false
949,949,true,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
21,21,false,false,false,true,true,true,false
26,26,false,false,false,true,true,true,false
78,78,false,false,false,true,false,true,false
45,30,false,false,false,true,false,true,false
19,9,false,false,false,true,true,true,false
170,170,false,false,false,true,false,true,false
10,10,false,false,false,true,false,true,false
6,6,false,false,false,true,true,true,false
75,46,false,false,false,true,true,true,false
9,5,false,false,false,true,false,true,false
39,12,false,false,false,true,true,true,false
9,5,false,false,false,true,false,true,false
3,3,false,false,false,false,true,true,false
7,3,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
75,30,false,false,false,true,false,true,false
10,10,false,false,false,true,true,true,false
57,48,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
83,83,false,false,false,true,false,true,false
6,6,false,false,false,true,true,true,false
199,199,false,false,false,true,false,true,false
60,60,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
60,60,false,false,false,true,false,true,false
57,57,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
21,15,false,false,false,true,true,true,false
539,539,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
40,40,false,false,false,true,true,true,false
54,49,false,false,false,true,true,true,false
17,17,false,false,false,true,false,true,false
10,10,false,false,false,false,true,true,false
10,10,false,false,false,true,false,true,false
24,12,false,false,false,true,false,true,false
30,30,false,false,false,true,true,true,false
6,4,false,false,false,true,false,true,false
4,4,false,false,false,true,false,true,false
12,4,false,false,false,true,false,true,false
52,52,false,false,false,true,true,true,false
23,23,false,false,false,true,false,true,false
17,17,false,false,false,true,true,true,false
95,95,false,false,false,true,false,true,false
20,20,false,false,false,true,true,true,false
171,171,false,false,false,true,false,true,false
58,58,false,false,false,true,true,true,false
8,5,false,false,false,true,true,true,false
9,9,false,false,false,true,true,true,false
17,17,false,false,false,true,true,true,false
25,23,false,false,false,true,false,true,false
3,3,false,false,false,true,false,true,false
3,2,false,false,false,true,true,true,false
38,33,false,false,false,true,false,true,false
9,9,false,false,false,true,false,true,false
95,95,false,false,false,true,false,true,false
20,20,false,false,false,true,true,true,false
135,135,false,false,false,false,true,true,false
18,18,false,false,false,true,true,true,false
25,25,false,false,false,true,false,true,false
480,480,false,false,false,true,true,true,false
70,70,false,false,false,true,true,true,false
14,14,false,false,false,true,false,true,false
31,31,false,false,false,true,false,true,false
4,4,false,false,false,true,true,false,false
162,162,false,false,false,true,true,true,false
3,1,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
75,75,false,false,false,true,false,true,false
12,10,false,false,false,false,true,true,false
105,105,false,false,false,true,false,false,false
14,14,false,false,false,true,true,false,false
4,4,false,false,false,true,false,true,false
8,8,false,false,false,true,true,false,false
1,1,false,false,false,true,true,true,false
120,36,false,false,false,true,true,true,false
80,80,false,false,false,true,false,true,false
29,29,false,false,false,true,true,true,true
447,447,false,false,false,true,true,true,false
4,3,false,false,false,true,false,true,false
13,13,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
10,7,false,false,false,true,true,false,false
35,35,false,false,false,true,true,true,false
1,1,false,false,false,true,true,false,false
470,470,true,false,false,true,true,false,false
70,70,false,false,false,true,true,true,true
106,106,false,false,false,true,true,true,false
1,1,false,false,false,true,true,false,false
2,1,false,false,false,true,true,true,false
60,60,false,false,false,true,true,true,true
90,45,false,false,false,true,true,true,false
1,1,false,false,false,true,true,true,false
14,10,false,false,false,true,true,false,false
1,1,false,false,false,true,true,true,false
19,19,false,false,false,true,true,true,true
40,12,false,false,false,true,true,true,true
35,35,false,false,false,true,true,true,true
24,18,false,false,false,true,true,true,false
14,10,false,false,false,true,true,true,false
275,275,false,false,false,true,true,false,false
18,9,false,false,false,true,true,false,false
19,14,false,false,false,true,true,true,false
7,4,false,false,false,true,true,true,false
28,12,false,false,false,true,true,true,false
6,6,false,false,false,true,true,false,false
10,7,false,false,false,true,true,true,false
6,6,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
31,31,false,false,false,false,true,true,false
4,2,false,false,false,true,false,true,false
3,2,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
65,65,false,false,false,true,true,true,true
20,10,false,false,false,true,true,true,false
80,32,false,false,false,true,false,true,false
35,14,false,false,false,true,true,true,false
25,17,false,false,false,false,true,true,false
12,12,false,false,false,true,true,true,false
1,1,false,false,false,true,false,true,false
6,6,false,false,false,true,true,false,false
27,18,false,false,false,true,false,true,false
32,32,false,false,false,true,true,true,false
11,11,false,false,false,true,false,true,false
14,14,false,false,false,true,false,true,false
8,8,false,false,false,true,false,true,false
2,2,false,false,false,false,true,true,false
4,2,false,false,false,false,true,true,false
2,1,false,false,false,true,true,true,false
60,60,false,false,false,true,true,true,false
28,28,false,false,false,true,true,true,false
13,13,false,false,false,true,true,true,false
699,699,false,false,false,true,false,true,false
4,4,false,false,false,true,true,true,true
12,9,false,false,false,true,false,true,false
180,54,false,false,false,true,false,true,false
33,23,false,false,false,true,false,true,false
7,3,false,false,false,true,true,true,false
5,4,false,false,false,true,true,true,false
4,3,false,false,false,true,true,true,false
18,18,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
170,170,false,false,false,true,true,false,false
15,15,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
70,70,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
3,2,false,false,false,true,false,true,false
165,111,false,false,false,true,true,true,false
40,40,false,false,false,true,false,true,false
7,7,false,false,false,true,true,true,false
86,55,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
57,57,false,false,false,true,true,true,false
25,10,false,false,false,true,true,true,false
10,7,false,false,false,true,true,true,false
26,15,false,false,false,true,true,true,false
15,15,false,false,false,true,true,true,false
11,6,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
12,6,false,false,false,true,true,true,false
8,6,false,false,false,false,true,true,false
728,728,false,false,false,true,false,true,false
34,34,false,false,false,true,true,true,false
6,6,false,false,false,true,false,true,false
25,25,false,false,false,true,false,true,false
119,119,false,false,false,true,true,true,false
33,33,false,false,false,true,true,true,false
59,59,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
80,80,false,false,false,true,true,true,false
6,3,false,false,false,true,true,true,false
30,30,false,false,false,true,true,true,false
104,104,false,false,false,true,false,true,false
25,25,false,false,false,true,false,true,false
11,11,false,false,false,true,true,true,false
375,375,true,false,false,true,true,true,false
3,2,false,false,false,true,true,false,false
20,8,false,false,false,true,true,false,false
12,12,false,false,false,true,true,true,false
65,65,false,false,false,true,true,true,false
276,276,false,false,false,true,true,true,false
30,30,false,false,false,true,true,false,false
8,8,false,false,false,true,true,true,false
4,4,false,false,false,true,false,false,false
3,2,false,false,false,true,false,false,false
3,3,false,false,false,true,true,false,false
27,18,false,false,false,true,false,true,false
23,12,false,false,false,true,true,false,false
719,719,false,false,false,true,true,false,false
50,25,false,false,false,true,true,true,false
38,33,false,false,false,true,false,false,false
5,3,false,false,false,true,true,true,false
17,17,false,false,false,true,true,true,false
5,4,false,false,false,false,true,true,false
22,22,false,false,false,true,true,true,false
49,49,false,false,false,true,true,true,true
7,7,false,false,false,true,false,true,false
9,7,false,false,false,true,true,true,false
36,25,false,false,false,true,true,true,false
2,2,false,false,false,true,true,true,false
4,4,false,false,false,true,true,true,false
3,3,false,false,false,true,true,true,false
20,13,false,false,false,true,false,true,false
949,949,true,false,false,true,true,true,false
12,12,false,false,false,true,false,true,false
9,9,false,false,false,false,true,true,false
4,4,false,false,false,true,true,false,false
5,5,false,false,false,true,false,false,false
28,28,false,false,false,true,false,true,false
45,18,false,false,false,true,false,false,false
9,9,false,false,false,true,false,false,false
20,20,false,false,false,true,false,true,false
10,10,false,false,false,false,true,true,false
25,15,false,false,false,true,false,false,false
108,32,false,false,false,true,true,false,false
7,3,false,false,false,true,false,false,false
70,70,false,false,false,true,false,false,false
5,5,false,false,false,true,false,false,false
26,13,false,false,false,true,true,false,false
20,20,false,false,false,true,false,false,false
9,9,false,false,false,false,true,true,false
12,12,false,false,false,true,false,false,false
8,6,false,false,false,true,true,false,false
8,6,false,false,false,true,false,false,false
20,13,false,false,false,true,true,false,false
18,12,false,false,false,true,false,false,false
9,6,false,false,false,true,true,false,false
450,450,false,false,false,true,false,false,false
14,14,false,false,false,true,false,false,false
60,60,false,false,false,true,true,false,false
4,4,false,false,false,true,true,false,false
7,7,false,false,false,true,true,false,false
19,19,false,false,false,true,true,false,false
2,2,false,false,false,true,false,false,false
3,3,false,false,false,true,false,false,false
32,32,false,false,false,true,false,false,false
7,6,false,false,false,true,false,false,false
13,13,false,false,false,true,true,false,false
164,164,false,false,false,true,false,false,false
23,18,false,false,false,true,false,false,false
8,8,false,false,false,true,false,false,false
150,150,false,false,false,true,true,false,false
15,15,false,false,false,true,false,false,false
25,18,false,false,false,true,false,false,false
110,110,false,false,false,true,false,false,false
62,43,false,false,false,true,false,false,false
5,5,false,false,false,true,true,false,false
26,26,false,false,false,true,true,false,false
30,12,false,false,false,true,true,false,false
8,8,false,false,false,true,true,false,false
8,8,false,false,false,true,false,false,false
11,11,false,false,false,true,false,false,false
13,13,false,false,false,true,true,false,false
11,11,false,false,false,true,false,false,false
20,18,false,false,false,true,false,false,false
40,40,false,false,false,true,false,false,false
1,1,false,false,false,true,false,false,false
4,4,false,false,false,true,true,false,false
4,3,false,false,false,true,true,false,false
12,12,false,false,false,true,false,false,false
16,16,false,false,false,true,false,false,false
5,5,false,false,false,true,true,false,false
12,12,false,false,false,true,false,false,false
170,170,false,false,false,true,true,false,false
7,7,false,false,false,true,true,false,false
3,2,false,false,false,true,true,false,false
32,17,false,false,false,true,false,false,false
36,36,false,false,false,true,true,false,false
3,3,false,false,false,true,true,false,false
15,15,false,false,false,true,true,false,false
40,30,false,false,false,true,true,false,false
40,35,false,false,false,true,false,false,false
2,1,false,false,false,true,false,false,false
20,20,false,false,false,true,false,false,false
7,7,false,false,false,true,false,false,false
7,7,false,false,false,true,true,false,false
11,11,false,false,false,true,true,false,false
40,12,false,false,false,true,false,false,false
9,9,false,false,false,true,false,false,false
2,2,false,false,false,true,true,false,false
10,10,false,false,false,true,true,false,false
20,20,false,false,false,true,false,false,false
16,16,false,false,false,true,false,true,false
40,40,false,false,false,true,true,false,false
10,10,false,false,false,false,true,true,false
21,21,false,false,false,false,true,true,false
26,13,false,false,false,true,true,false,false
3,1,false,false,false,true,true,false,false
7,7,false,false,false,true,true,false,false
6,6,false,false,false,true,true,false,false
20,20,false,false,false,true,true,false,false
16,16,false,false,false,true,true,false,false
15,15,false,false,false,true,true,false,false
19,13,false,false,false,true,false,false,false
18,18,false,false,false,true,true,false,false
4,3,false,false,false,true,true,false,false
16,12,false,false,false,true,true,false,false
125,65,false,false,false,true,true,false,false
9,9,false,false,false,true,true,false,false
45,45,false,false,false,true,true,false,false
14,14,false,false,false,true,true,false,false
84,75,false,false,false,false,true,true,false
6,6,false,false,false,true,true,true,false
5,5,false,false,false,true,true,false,false
14,14,false,false,false,true,true,false,false
5,3,false,false,false,true,false,true,false
22,22,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
18,17,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
10,10,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,true
20,20,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
4,1,false,false,false,true,true,true,false
24,24,false,false,false,true,true,true,false
7,3,false,false,false,true,true,true,false
90,54,false,false,false,true,true,true,false
81,81,false,false,false,true,true,true,false
27,9,false,false,false,true,false,true,false
30,23,false,false,false,true,true,true,false
18,18,false,false,false,true,true,true,false
20,20,false,false,false,true,true,true,false
85,85,false,false,false,true,true,false,false
22,22,false,false,false,true,true,true,false
14,14,false,false,false,true,true,true,false
20,20,false,false,false,true,false,true,false
20,20,false,false,false,true,false,true,false
20,20,false,false,false,true,true,true,false
899,727,false,false,false,true,true,true,false
22,22,false,false,false,true,true,true,false
15,15,false,false,false,true,false,true,false
10,10,false,false,false,true,true,true,false
20,6,false,false,false,true,false,false,false
19,15,false,false,false,true,true,true,false
1,1,false,false,false,true,false,false,false
20,20,false,false,false,true,false,false,false
20,20,false,false,false,true,true,false,false
5,5,false,false,false,true,true,false,false
20,10,false,false,false,true,false,false,false
20,20,false,false,false,true,true,false,false
30,30,false,false,false,true,true,false,false
22,22,false,false,false,true,true,false,false
30,30,false,false,false,false,true,true,false
63,63,false,false,false,false,true,true,false
9,9,false,false,false,false,true,true,false
2,2,false,false,false,true,true,true,false
39,29,false,false,false,true,true,true,false
589,535,false,false,false,false,true,true,false
186,186,false,false,false,true,true,true,false
59,59,false,false,false,true,true,true,false
173,147,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
114,64,false,false,false,true,true,true,false
106,106,false,false,false,true,true,true,false
517,517,false,false,false,false,true,true,false
59,59,false,false,false,false,true,true,false
3,3,false,false,false,false,true,true,false
79,79,false,false,false,false,true,true,false
279,279,true,false,false,false,true,true,false
2,2,false,false,false,true,true,false,false
59,59,false,false,false,true,true,false,false
49,49,false,false,false,true,true,false,false
53,37,false,false,false,true,true,false,false
3,3,false,false,false,true,false,true,false
299,269,false,false,false,true,true,true,false
12,12,false,false,false,true,false,true,false
480,480,false,false,false,true,false,true,false
344,344,false,false,false,true,false,true,false
634,634,false,false,false,true,true,true,false
16,16,false,false,false,true,false,true,false
31,31,false,false,false,true,true,true,false
140,140,false,false,false,true,false,true,false
480,480,false,false,false,true,false,true,false
20,20,false,false,false,true,true,true,false
486,486,false,false,false,true,true,true,false
669,669,false,false,false,true,true,true,false
8,7,false,false,false,true,false,true,false
60,60,false,false,false,true,false,true,false
12,12,false,false,false,true,true,true,false
325,96,false,false,false,true,false,true,false
24,24,false,false,false,true,true,true,false
249,249,false,false,false,true,true,true,false
25,25,false,false,false,true,true,true,false
80,80,false,false,false,true,true,true,false
294,294,false,false,false,true,false,true,false
30,25,false,false,false,true,true,true,false
47,42,false,false,false,true,true,true,false
549,549,false,false,false,true,false,true,false
74,35,false,false,false,true,true,true,false
489,489,true,false,false,true,false,true,false
700,700,false,false,false,true,false,true,false
4,4,false,false,false,true,true,true,false
107,107,false,false,false,true,false,true,false
4,4,false,false,false,true,true,true,false
129,99,false,false,false,true,false,true,false
69,69,false,false,false,true,false,true,false
5,5,false,false,false,true,false,true,false
89,89,false,false,false,true,false,true,false
2,2,false,false,false,true,true,true,false
20,15,false,false,false,true,true,true,false
68,68,false,false,false,true,true,true,false
40,40,false,false,false,true,true,true,false
199,200,false,false,false,true,true,true,false
31,31,false,false,false,true,true,true,false
8,6,false,false,false,true,true,true,false
14,7,false,false,false,true,true,true,false
52,52,false,false,false,true,true,true,false
90,39,false,false,false,true,true,true,false
41,41,false,false,false,true,false,true,false
149,149,false,false,false,true,true,true,false
9,7,false,false,false,true,false,true,false
32,21,false,false,false,true,true,true,false
24,16,false,false,false,true,false,true,false
85,85,false,false,false,true,true,true,false
19,6,false,false,false,true,true,true,false
31,31,false,false,false,true,true,true,false
12,12,false,false,false,true,true,true,false
18,18,false,false,false,true,false,true,false
34,32,false,false,false,true,true,true,false
32,32,false,false,false,true,false,true,false
13,13,false,false,false,true,false,true,false
34,16,false,false,false,true,false,true,false
8,8,false,false,false,true,false,true,false
124,124,false,false,false,true,true,true,false
728,728,false,false,false,true,true,true,false
33,33,false,false,false,true,true,true,false
13,13,false,false,false,true,false,true,false
59,59,false,false,false,true,true,true,false
32,32,false,false,false,true,true,true,false
18,18,false,false,false,true,true,true,false
30,30,false,false,false,true,true,true,false
4,2,false,false,false,true,false,true,false
15,15,false,false,false,true,false,true,false
760,760,false,false,false,true,true,true,false
45,45,false,false,false,true,true,true,false
31,31,false,false,false,true,false,true,false
66,44,false,false,false,true,false,true,false
44,44,false,false,false,true,true,true,false
45,33,false,false,false,true,true,true,false
135,81,false,false,false,true,true,true,false
46,30,false,false,false,true,false,true,false
2,2,false,false,false,true,false,true,false
32,32,false,false,false,true,true,true,false
35,35,false,false,false,true,true,true,false
447,447,false,false,false,true,false,true,false
50,50,false,false,false,true,false,true,false
330,330,false,false,false,true,true,true,false
8,8,false,false,false,true,true,true,false
12,12,false,false,false,true,false,true,false
40,40,false,false,false,true,true,true,false
66,44,false,false,false,true,true,true,false
300,300,false,false,false,true,false,true,false
41,41,false,false,false,true,true,true,false
9,9,false,false,false,true,true,true,false
5,5,false,false,false,true,true,true,false
46,39,false,false,false,true,true,true,false
10,10,false,false,false,true,false,true,false
6,6,false,false,false,true,true,true,false
17,17,false,false,false,true,false,true,false
79,79,false,false,false,true,true,true,false
34,34,false,false,false,true,true,true,false
52,52,false,false,false,true,true,true,false
